# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = gpa_model
# start_datetime = 2023-01-12 14:38:11 UTC
# method = variational
#   variational
#     algorithm = meanfield (Default)
#       meanfield
#     iter = 10000 (Default)
#     grad_samples = 1 (Default)
#     elbo_samples = 100 (Default)
#     eta = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       iter = 50 (Default)
#     tol_rel_obj = 0.01 (Default)
#     eval_elbo = 100 (Default)
#     output_samples = 1000 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2912177928 (Default)
# output
#   file = examples\gpa\gpavar.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,log_p__,log_g__,nationality,perfect,gpa
0,-inf,-3.2332,0.967836,0.28564,9.54395
0,-5.05934,-1.28448,0.559812,0.814071,0.73499
0,-3.07781,-0.526614,0.802095,0.281302,3.03012
0,-5.50701,-1.74085,0.245236,0.223392,9.51119
0,-inf,-2.86535,0.0596837,0.0387743,4.79789
0,-inf,-0.801659,0.507724,0.574303,9.0936
0,-4.56271,-0.881191,0.520964,0.255285,0.974639
0,-5.1287,-0.677956,0.124411,0.639708,6.18483
0,-5.13729,-1.39879,0.94481,0.454638,2.38695
0,-4.94544,-0.502585,0.221594,0.264558,3.05129
0,-4.70792,-0.363641,0.484812,0.68088,7.89363
0,-5.53984,-1.61491,0.755022,0.183523,0.603164
0,-inf,-0.492216,0.73887,0.706572,7.5822
0,-5.06462,-0.62757,0.148797,0.724684,4.92948
0,-6.44056,-1.57913,0.0954918,0.287649,1.00187
0,-5.9969,-1.23998,0.164797,0.807102,1.33985
0,-inf,-2.04098,0.891168,0.114544,8.96727
0,-2.83755,-0.367681,0.771341,0.321549,3.38729
0,-9.00065,-4.16205,0.0262482,0.963306,1.63116
0,-6.66877,-2.75392,0.0350395,0.120622,8.46027
0,-inf,-3.9244,0.988345,0.538277,9.27221
0,-inf,-0.664404,0.559844,0.864684,6.61297
0,-inf,-2.68793,0.392409,0.0191544,6.78649
0,-4.78327,-1.07816,0.659753,0.579424,0.654798
0,-8.27196,-4.15975,0.00625564,0.26621,3.0118
0,-inf,-0.249038,0.772029,0.586652,4.44115
0,-6.69558,-1.90846,0.045524,0.479967,1.31216
0,-5.069,-0.634741,0.211819,0.809605,4.24952
0,-6.38127,-1.76382,0.0420241,0.74605,6.67446
0,-5.34563,-0.908693,0.421285,0.893124,7.12315
0,-inf,-0.736907,0.539705,0.165479,8.06124
0,-5.71982,-1.13415,0.148232,0.118953,5.45845
0,-6.74611,-1.8667,0.0863643,0.109927,1.87353
0,-5.55209,-1.00759,0.0860294,0.275436,4.4726
0,-4.30373,-0.667739,0.811452,0.619405,1.8364
0,-inf,-2.09877,0.6977,0.4134,9.75323
0,-4.15739,-0.682537,0.365414,0.585911,8.84287
0,-5.82216,-1.1647,0.109929,0.811633,2.71866
0,-6.44409,-2.53562,0.858822,0.400746,0.223403
0,-4.97122,-0.513702,0.422189,0.429759,1.33936
0,-6.63001,-2.06361,0.0277787,0.36902,2.99831
0,-inf,-0.255493,0.698785,0.279991,4.3765
0,-5.88122,-2.23928,0.489834,0.796176,9.74002
0,-4.40351,-0.757092,0.693892,0.538127,1.03385
0,-inf,-2.71215,0.835992,0.146968,9.71123
0,-3.62756,-1.54082,0.418108,0.0932317,8.93592
0,-inf,-0.369126,0.515472,0.182302,4.86445
0,-inf,-1.96241,0.956417,0.821165,7.17487
0,-6.25298,-1.70925,0.357362,0.948288,2.18767
0,-7.91828,-5.42951,0.495871,0.609263,9.97745
0,-inf,-1.82515,0.797722,0.0467511,6.22448
0,-6.94942,-4.46686,0.991176,0.925827,3.77548
0,-5.77076,-1.8622,0.0976421,0.19045,9.06913
0,-inf,-2.42659,0.982308,0.511943,4.94053
0,-4.63257,-0.310662,0.350657,0.668396,7.39181
0,-inf,-1.27221,0.561709,0.0977864,1.42255
0,-5.17957,-1.60684,0.383387,0.466995,9.63464
0,-4.93159,-0.519006,0.145467,0.524024,3.68497
0,-4.67422,-0.328292,0.30685,0.444639,7.68895
0,-6.11675,-1.54643,0.0446417,0.650155,3.49561
0,-inf,-0.835724,0.627256,0.758026,8.76939
0,-inf,-4.35461,0.580689,0.00719959,8.06336
0,-3.15511,-0.624854,0.735988,0.161204,3.94055
0,-4.3235,-0.106391,0.308004,0.530541,5.18384
0,-6.75174,-2.79117,0.973494,0.66032,0.886396
0,-4.4345,-0.190116,0.487598,0.729827,4.03876
0,-4.51625,-0.239645,0.278379,0.679879,5.0278
0,-5.64256,-1.71163,0.840665,0.685539,0.517701
