# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = gpa_model
# start_datetime = 2023-01-12 14:36:56 UTC
# method = sample (Default)
#   sample
#     num_samples = 20000
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file =  (Default)
# init = 2 (Default)
# random
#   seed = 2912102498 (Default)
# output
#   file = examples\gpa\gpaMCMC20k.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,nationality,perfect,gpa
-4.38839,0.88398,0.154407,3,9,1,6.94472,0.145661,0.937778,2.19025
-3.49153,0.923056,0.154407,3,13,1,5.22791,0.0755955,0.755681,3.81863
-5.4625,0.989857,0.154407,4,15,0,6.55435,0.0768647,0.856699,0.513437
-8.58447,0.951227,0.154407,4,22,1,10.205,0.00442474,0.56031,0.175371
-8.4192,0.796159,0.154407,2,5,1,11.4113,0.00395124,0.188869,0.380331
-6.80462,0.954532,0.154407,4,22,1,8.65548,0.00446779,0.353557,1.24577
-3.58935,0.999016,0.154407,4,15,0,7.5918,0.104407,0.136994,5.13791
-4.53904,0.996877,0.154407,5,31,0,5.3624,0.0152159,0.544893,8.79776
-2.8973,0.617099,0.154407,4,23,0,6.23807,0.615662,0.592303,1.08281
-2.26755,0.999778,0.154407,4,15,0,3.45346,0.424841,0.225055,4.16445
-2.21452,0.928547,0.154407,3,14,1,2.55004,0.484652,0.290697,3.052
-2.06628,0.75,0.154407,2,4,1,3.58666,0.649455,0.0955972,3.84753
-2.06628,0,0.154407,0,1,1,4.20661,0.649455,0.0955972,3.84753
-2.06628,0,0.154407,0,1,1,7.37567,0.649455,0.0955972,3.84753
-2.06628,0,0.154407,0,1,1,4.02834,0.649455,0.0955972,3.84753
-2.63401,0.748106,0.154407,2,4,1,3.01928,0.690527,0.0600215,3.24071
-3.25249,0.855006,0.154407,2,7,1,3.74294,0.782277,0.0392006,3.32093
-4.75284,0.888462,0.154407,3,9,1,5.42824,0.64614,0.00631246,3.30565
-4.75284,0,0.154407,0,1,1,10.4599,0.64614,0.00631246,3.30565
-4.63386,0.499913,0.154407,1,2,1,5.00032,0.624452,0.00725711,3.03999
-4.90122,0.5,0.154407,1,2,1,6.35847,0.683426,0.00546055,3.69102
-5.20449,0.745795,0.154407,2,4,1,6.50329,0.878926,0.00901435,3.06428
-5.20449,0,0.154407,0,1,1,6.4882,0.878926,0.00901435,3.06428
-5.20449,0,0.154407,0,1,1,7.51319,0.878926,0.00901435,3.06428
-4.98993,0.5,0.154407,1,2,1,5.69158,0.881978,0.0104978,3.64222
-5.70704,0.832289,0.154407,2,6,1,6.84319,0.949103,0.0107692,3.8824
-5.84233,0.666667,0.154407,1,3,1,6.03157,0.94731,0.00906043,3.915
-5.85945,0.499162,0.154407,1,2,1,7.57049,0.957609,0.0121507,3.13956
-5.5343,0.5,0.154407,1,2,1,6.35993,0.947,0.0127148,3.60616
-5.50066,0.499739,0.154407,1,2,1,5.75715,0.945699,0.0136095,3.2096
-4.78305,0.665925,0.154407,1,3,1,8.17084,0.901725,0.0156259,3.44785
-4.78305,0,0.154407,0,1,1,5.1043,0.901725,0.0156259,3.44785
-4.78305,0,0.154407,0,1,1,8.08481,0.901725,0.0156259,3.44785
-4.78305,0,0.154407,0,1,1,6.11567,0.901725,0.0156259,3.44785
-4.39707,0.874409,0.154407,3,8,1,5.94306,0.958153,0.0534726,3.36336
-4.39707,0,0.154407,0,1,1,5.40806,0.958153,0.0534726,3.36336
-4.39707,0,0.154407,0,1,1,6.30981,0.958153,0.0534726,3.36336
-4.39707,0,0.154407,0,1,1,5.35217,0.958153,0.0534726,3.36336
-4.39707,0,0.154407,0,1,1,6.33978,0.958153,0.0534726,3.36336
-3.08263,0.8,0.154407,2,5,1,5.11363,0.866314,0.0665894,3.74534
-3.02904,0.666478,0.154407,1,3,1,3.41501,0.870214,0.0765107,3.35521
-3.02904,0,0.154407,0,1,1,3.71437,0.870214,0.0765107,3.35521
-3.02904,0,0.154407,0,1,1,3.86399,0.870214,0.0765107,3.35521
-3.02904,0,0.154407,0,1,1,3.44399,0.870214,0.0765107,3.35521
-3.02904,0,0.154407,0,1,1,4.73653,0.870214,0.0765107,3.35521
-3.17032,0.5,0.154407,1,2,1,3.63371,0.883656,0.0679492,3.8707
-1.57156,0.9,0.154407,3,10,1,3.9828,0.835683,0.502984,3.34488
-1.34669,0.678432,0.154407,3,9,1,2.27947,0.747037,0.598565,3.01823
-1.28267,0.608034,0.154407,3,9,1,1.473,0.763026,0.559236,3.54671
-1.32102,0.499849,0.154407,1,2,1,1.78415,0.77119,0.615622,3.78
-1.22242,0.5,0.154407,1,2,1,2.76325,0.733496,0.526617,3.33666
-1.13896,0.479588,0.154407,3,8,1,1.45179,0.713841,0.549149,3.69148
-1.55843,0.747177,0.154407,2,4,1,2.12464,0.826264,0.55381,3.21881
-1.55843,0.454856,0.154407,1,3,1,7.03841,0.826264,0.55381,3.21881
-1.55843,0,0.154407,0,1,1,5.51042,0.826264,0.55381,3.21881
-1.44984,0.5,0.154407,1,2,1,2.08385,0.808864,0.59839,3.6694
-2.50559,0.320923,0.154407,3,8,1,3.76619,0.73178,0.539766,2.12615
-2.93353,0.79792,0.154407,2,5,1,3.58531,0.69593,0.556094,1.15111
-3.05429,0.90873,0.154407,3,11,1,4.05153,0.340721,0.275777,1.19354
-4.28339,0.884933,0.154407,3,9,1,6.60246,0.681737,0.865479,0.579742
-2.99029,0.832976,0.154407,2,6,1,6.01852,0.642539,0.776131,1.47825
-2.14352,0.999993,0.154407,4,15,0,3.2582,0.25393,0.490488,4.51326
-2.32693,0.923837,0.154407,3,14,1,3.87224,0.658498,0.672369,2.69802
-2.60337,0.798602,0.154407,2,5,1,3.44989,0.713213,0.556201,1.78462
-1.08809,0.999295,0.154407,3,7,0,1.8584,0.628292,0.573938,3.18331
-1.04495,0.83309,0.154407,2,6,1,1.82735,0.616357,0.495866,3.23611
-1.04495,0.183533,0.154407,1,2,1,1.99397,0.616357,0.495866,3.23611
-1.17546,0.749438,0.154407,2,4,1,1.75576,0.644766,0.297075,3.87838
-1.17546,0,0.154407,0,1,1,1.98878,0.644766,0.297075,3.87838
-2.83169,0.431663,0.154407,2,4,1,3.94329,0.782944,0.215499,2.87997
-3.16952,0.497996,0.154407,1,2,1,5.0833,0.755439,0.167332,2.0547
-3.31828,0.499017,0.154407,1,2,1,5.04901,0.771313,0.211822,1.43597
-3.30753,0.833333,0.154407,2,6,1,3.79676,0.793171,0.194323,1.72168
-3.30753,0,0.154407,0,1,1,5.57407,0.793171,0.194323,1.72168
-3.37186,0.899919,0.154407,3,10,1,4.52824,0.556796,0.311782,0.696802
-4.36541,0.85626,0.154407,2,7,1,5.54743,0.329843,0.417418,0.242308
-4.01097,0.99931,0.154407,4,15,0,5.24704,0.284254,0.194493,0.604955
-2.58753,0.923077,0.154407,3,13,1,4.45231,0.231386,0.457786,2.17798
-2.13383,0.999988,0.154407,3,7,0,2.63278,0.279935,0.442589,3.90725
-2.45016,0.665085,0.154407,1,3,1,4.41523,0.182467,0.427247,3.83213
-2.13747,0.666667,0.154407,1,3,1,4.84591,0.269314,0.509703,3.99256
-1.88751,0.5,0.154407,1,2,1,6.2744,0.416483,0.474915,5.09983
-5.62948,0.965773,0.154407,4,15,0,7.77296,0.362757,0.291587,0.0757661
-5.68155,0.88808,0.154407,3,9,1,6.87908,0.300774,0.728043,0.0825314
-5.50898,0.999297,0.154407,4,15,0,6.13328,0.265122,0.8293,0.149072
-5.10961,0.999939,0.154407,4,15,0,5.78972,0.268964,0.753361,0.168109
-4.72737,0.958014,0.154407,4,24,1,6.39437,0.773226,0.861438,0.442399
-4.14696,1,0.154407,4,15,0,4.82939,0.661607,0.847588,0.58042
-3.27121,0.857143,0.154407,2,7,1,4.48534,0.715709,0.759374,1.15425
-4.50955,0.995689,0.154407,3,7,0,4.60505,0.672486,0.852736,0.415061
-3.10159,0.956355,0.154407,4,23,1,5.2992,0.131945,0.579227,7.9812
-3.09563,0.909091,0.154407,3,11,1,3.39608,0.163792,0.664693,9.42122
-3.90685,0.897423,0.154407,3,10,1,4.75557,0.0566757,0.816063,8.97293
-3.41935,0.723976,0.154407,3,15,1,5.60472,0.0725201,0.705,3.73525
-3.72758,0.947442,0.154407,4,20,1,5.16411,0.116667,0.691069,1.24919
-3.91108,0.922265,0.154407,3,13,1,5.1282,0.23725,0.894693,1.35877
-4.05868,0.87447,0.154407,3,8,1,5.29953,0.191032,0.869135,1.10466
-3.36942,0.933328,0.154407,3,15,1,4.68132,0.159458,0.591542,1.20861
-3.44312,0.928262,0.154407,3,14,1,4.08052,0.136497,0.303723,1.5106
-2.59542,0.927724,0.154407,3,14,1,4.54548,0.146057,0.592149,4.5212
-3.0331,0.897543,0.154407,3,10,1,3.85433,0.198735,0.154341,6.35105
-2.02942,0.999988,0.154407,4,15,0,3.19987,0.432107,0.6233,3.5194
-2.02942,0,0.154407,0,1,1,5.27916,0.432107,0.6233,3.5194
-3.64471,0.889062,0.154407,3,10,1,4.67785,0.364487,0.715941,0.589403
-1.90693,1,0.154407,4,15,0,3.53626,0.310622,0.648931,8.71471
-1.99893,0.582295,0.154407,3,10,1,5.22776,0.349745,0.509893,9.02871
-1.92589,0.833284,0.154407,2,6,1,2.26728,0.374901,0.469234,8.97663
-2.13082,0.499751,0.154407,1,2,1,3.40987,0.453887,0.48869,9.23643
-4.43759,0.402562,0.154407,4,26,1,5.29077,0.403904,0.305492,0.237099
-1.62807,0.999436,0.154407,4,15,0,4.08521,0.850335,0.574288,3.66236
-1.62807,0,0.154407,0,1,1,3.21412,0.850335,0.574288,3.66236
-1.72363,0.499697,0.154407,1,2,1,1.89355,0.862392,0.552915,3.37957
-3.72694,0.268823,0.154407,2,4,1,10.8522,0.9317,0.609128,1.98081
-3.42428,0.856383,0.154407,2,7,1,9.34675,0.871892,0.733227,1.8233
-2.31085,0.999779,0.154407,3,15,0,5.21028,0.215732,0.481022,6.2324
-2.65459,0.914806,0.154407,3,12,1,3.02399,0.202967,0.715867,6.90442
-2.597,0.957718,0.154407,4,24,1,3.23805,0.748197,0.413256,2.05174
-2.77356,0.872653,0.154407,3,8,1,5.27784,0.409413,0.185188,2.19172
-2.1814,0.798807,0.154407,2,5,1,3.96263,0.412341,0.340487,2.93735
-1.48013,0.899479,0.154407,3,10,1,1.94252,0.755457,0.297608,3.17854
-1.48013,0,0.154407,0,1,1,3.12025,0.755457,0.297608,3.17854
-1.27387,0.75,0.154407,2,4,1,1.54551,0.715155,0.324777,3.59899
-1.27387,0,0.154407,0,1,1,4.22424,0.715155,0.324777,3.59899
-3.58067,0.319568,0.154407,3,8,1,3.97041,0.308052,0.284423,0.689685
-6.52288,0.991541,0.154407,4,15,0,7.31438,0.962692,0.763372,0.231874
-5.14947,0.888889,0.154407,3,9,1,7.6367,0.972185,0.364595,1.03293
-5.16343,0.856637,0.154407,2,7,1,6.13277,0.97411,0.449212,1.02132
-4.79331,0.799736,0.154407,2,5,1,5.95311,0.972139,0.466339,1.43511
-4.85977,0.899162,0.154407,3,10,1,5.63785,0.950788,0.388041,0.754669
-5.08432,0.799972,0.154407,2,5,1,7.45258,0.978734,0.207033,2.37784
-4.6637,0.999962,0.154407,3,7,0,5.1842,0.972933,0.276064,2.33919
-5.46557,0.952379,0.154407,4,21,1,7.36086,0.00871273,0.34577,6.83025
-6.60091,0.926512,0.154407,3,14,1,8.00552,0.00390187,0.319268,2.01504
-6.59261,0.958998,0.154407,4,25,1,8.26291,0.00337782,0.241437,6.66488
-7.74776,0.997279,0.154407,3,7,0,7.81571,0.00219915,0.139179,7.92897
-7.22587,0.999971,0.154407,4,15,0,7.48032,0.00180454,0.107943,8.09346
-6.7405,0.639143,0.154407,3,15,1,8.91923,0.00227079,0.311598,5.82294
-4.47108,0.998808,0.154407,4,15,0,7.44157,0.0376013,0.772801,2.3537
-3.56685,0.928493,0.154407,3,14,1,4.87361,0.0514113,0.466081,3.6861
-4.09493,0.922102,0.154407,3,13,1,4.43558,0.0504501,0.290194,2.15053
-2.7605,1,0.154407,4,15,0,4.26457,0.18613,0.294153,2.78933
-2.94401,0.74749,0.154407,2,4,1,5.52017,0.219556,0.192101,2.71957
-2.56546,0.908909,0.154407,3,11,1,3.17037,0.394335,0.240636,2.28279
-2.34773,0.666667,0.154407,1,3,1,3.32039,0.442894,0.253793,2.86827
-2.31469,0.83333,0.154407,2,6,1,2.73482,0.411172,0.290305,2.72106
-2.73887,0.931719,0.154407,3,15,1,2.93288,0.542502,0.296798,1.46154
-2.6199,0.999566,0.154407,3,7,0,2.95757,0.549519,0.382677,1.45748
-2.63778,0.857009,0.154407,2,7,1,2.88673,0.585249,0.313636,1.63656
-3.45552,0.997033,0.154407,4,15,0,3.76634,0.866767,0.309152,1.50719
-2.44439,0.8,0.154407,2,5,1,3.41255,0.927698,0.341603,3.04089
-2.44439,0.455889,0.154407,1,3,1,2.93072,0.927698,0.341603,3.04089
-2.44439,0,0.154407,0,1,1,7.90778,0.927698,0.341603,3.04089
-3.34043,0.586187,0.154407,2,7,1,3.81533,0.902696,0.272958,2.83689
-2.32715,0.5,0.154407,1,2,1,3.97488,0.899019,0.216418,3.70225
-2.32715,0,0.154407,0,1,1,4.74212,0.899019,0.216418,3.70225
-2.32715,0,0.154407,0,1,1,3.56491,0.899019,0.216418,3.70225
-2.93793,0.403558,0.154407,4,26,1,3.71101,0.81068,0.219007,2.80456
-1.91758,0.66666,0.154407,1,3,1,4.03739,0.857474,0.296034,3.05776
-4.38671,0.319705,0.154407,3,8,1,5.4432,0.312106,0.17459,0.419744
-3.78745,0.89996,0.154407,3,10,1,5.52698,0.30621,0.76967,0.642808
-3.43169,0.923077,0.154407,3,13,1,5.4469,0.274446,0.901431,7.59342
-3.93555,0.795342,0.154407,2,5,1,7.94377,0.0501149,0.792238,5.26125
-3.14494,0.857143,0.154407,2,7,1,4.92204,0.0982341,0.716417,6.03371
-1.87055,0.999668,0.154407,4,23,0,2.57562,0.871928,0.36364,3.24771
-1.25697,0.99998,0.154407,3,7,0,1.94475,0.748473,0.403294,3.62269
-1.41938,0.499222,0.154407,1,2,1,2.45973,0.782886,0.461864,3.0154
-1.40583,0.727959,0.154407,2,6,1,1.96193,0.772369,0.397963,3.10556
-1.3467,0.5,0.154407,1,2,1,2.05987,0.780048,0.380262,3.84446
-2.78669,0.183045,0.154407,1,2,1,4.92998,0.84079,0.327525,2.9755
-5.5717,0.988868,0.154407,4,31,0,7.09741,0.991444,0.466106,2.35817
-4.98821,0.899735,0.154407,3,10,1,6.25834,0.982615,0.28905,2.63817
-3.95192,0.75,0.154407,2,4,1,4.48222,0.986103,0.361799,3.37003
-3.80932,0.546825,0.154407,2,5,1,4.64048,0.982192,0.325269,3.06079
-2.30986,0.8,0.154407,2,5,1,4.89518,0.929006,0.434794,3.42931
-2.30986,0,0.154407,0,1,1,3.8311,0.929006,0.434794,3.42931
-2.48642,0.665653,0.154407,1,3,1,3.39019,0.93804,0.356063,3.57523
-2.48642,0.18394,0.154407,1,2,1,3.92098,0.93804,0.356063,3.57523
-2.48642,0,0.154407,0,1,1,4.74123,0.93804,0.356063,3.57523
-2.01206,0.855897,0.154407,2,7,1,3.59805,0.897964,0.637467,3.66979
-2.01206,0,0.154407,0,1,1,3.11821,0.897964,0.637467,3.66979
-2.01206,0.182769,0.154407,1,2,1,5.69226,0.897964,0.637467,3.66979
-2.23175,0.499272,0.154407,1,2,1,2.66568,0.909776,0.671494,3.21359
-2.29077,0.43391,0.154407,2,4,1,3.13761,0.915927,0.715621,3.8838
-2.29077,0,0.154407,0,1,1,4.07986,0.915927,0.715621,3.8838
-2.29077,0,0.154407,0,1,1,4.61108,0.915927,0.715621,3.8838
-2.59232,0.664127,0.154407,1,3,1,3.87809,0.923337,0.793858,3.8908
-3.10318,0.498305,0.154407,1,2,1,4.63813,0.939803,0.837458,3.11644
-3.10318,0.455906,0.154407,1,3,1,3.99868,0.939803,0.837458,3.11644
-3.52664,0.499446,0.154407,1,2,1,4.805,0.957223,0.866343,3.52141
-3.52664,0,0.154407,0,1,1,5.91197,0.957223,0.866343,3.52141
-3.38902,0.833248,0.154407,2,6,1,4.34606,0.929456,0.909391,3.5772
-3.38902,0,0.154407,0,1,1,3.91054,0.929456,0.909391,3.5772
-3.39196,0.666667,0.154407,1,3,1,4.91875,0.945444,0.876247,3.30517
-3.69924,0.434243,0.154407,2,4,1,4.88709,0.960111,0.888267,3.97383
-4.64887,0.74874,0.154407,2,4,1,6.80058,0.987522,0.857939,3.75456
-4.64887,0,0.154407,0,1,1,6.4652,0.987522,0.857939,3.75456
-4.64887,0,0.154407,0,1,1,5.56483,0.987522,0.857939,3.75456
-4.64887,0,0.154407,0,1,1,6.41773,0.987522,0.857939,3.75456
-4.64887,0.321858,0.154407,3,8,1,6.86034,0.987522,0.857939,3.75456
-5.04953,0.666367,0.154407,1,3,1,5.60009,0.990204,0.881247,3.67238
-5.04953,0,0.154407,0,1,1,7.58444,0.990204,0.881247,3.67238
-5.04953,0,0.154407,0,1,1,5.49252,0.990204,0.881247,3.67238
-5.04953,0,0.154407,0,1,1,6.70293,0.990204,0.881247,3.67238
-4.68606,0.75,0.154407,2,4,1,5.27304,0.988077,0.841752,3.1616
-3.5033,0.584548,0.154407,3,10,1,5.50448,0.976167,0.347047,3.00069
-1.23792,0.682359,0.154407,4,17,1,4.47408,0.733435,0.377961,3.66168
-1.23792,0,0.154407,0,1,1,3.82165,0.733435,0.377961,3.66168
-1.63459,0.748128,0.154407,2,4,1,1.96284,0.735127,0.226063,3.01527
-1.63459,0.455462,0.154407,1,3,1,4.91636,0.735127,0.226063,3.01527
-2.73668,0.183288,0.154407,1,2,1,5.1999,0.709677,0.274454,1.96531
-3.3202,0.797523,0.154407,2,5,1,3.8246,0.769295,0.181742,1.6377
-3.14062,0.666667,0.154407,1,3,1,5.06359,0.802021,0.178272,2.46948
-1.46519,0.8,0.154407,2,5,1,2.29919,0.725613,0.266302,3.22475
-2.78711,0.183253,0.154407,1,2,1,4.50572,0.716442,0.187171,2.74838
-2.15823,0.8,0.154407,2,5,1,3.80625,0.633232,0.0884759,3.48039
-2.15823,0,0.154407,0,1,1,4.41411,0.633232,0.0884759,3.48039
-2.15823,0,0.154407,0,1,1,6.74517,0.633232,0.0884759,3.48039
-2.15823,0,0.154407,0,1,1,4.31317,0.633232,0.0884759,3.48039
-2.00849,0.5,0.154407,1,2,1,4.1602,0.507782,0.0905367,3.99378
-2.00849,0,0.154407,0,1,1,4.1419,0.507782,0.0905367,3.99378
-2.00849,0,0.154407,0,1,1,3.77475,0.507782,0.0905367,3.99378
-2.00849,0,0.154407,0,1,1,3.65176,0.507782,0.0905367,3.99378
-2.6414,0.278125,0.154407,2,4,1,6.66226,0.482983,0.157044,3.14452
-2.97383,0.953011,0.154407,4,22,1,3.73434,0.510287,0.608955,0.948881
-4.51107,0.995877,0.154407,4,15,0,4.88523,0.422293,0.508365,0.183558
-3.57709,0.998616,0.154407,4,15,0,5.39436,0.232807,0.182752,1.18953
-2.92117,0.999958,0.154407,4,15,0,4.21784,0.227868,0.175023,3.05195
-3.03061,0.665846,0.154407,1,3,1,5.78684,0.317921,0.154794,2.17504
-3.33982,0.85611,0.154407,2,7,1,3.92568,0.189386,0.229596,1.54347
-2.24782,0.873091,0.154407,3,8,1,6.49143,0.528892,0.568437,2.2217
-4.54759,0.989624,0.154407,4,15,0,4.88215,0.919902,0.875611,1.56479
-2.15945,0.914786,0.154407,3,12,1,8.80604,0.57541,0.619796,2.77346
-2.81183,0.996647,0.154407,4,15,0,3.20117,0.149004,0.683694,6.75638
-3.2718,0.999391,0.154407,4,15,0,3.66819,0.0674055,0.409874,5.22103
-2.89343,0.923076,0.154407,3,13,1,3.47824,0.111683,0.340947,4.60607
-3.21894,0.940227,0.154407,4,17,1,3.52735,0.101786,0.345334,7.37675
-2.90237,0.857124,0.154407,2,7,1,3.67159,0.1903,0.258814,7.53552
-2.81092,0.999595,0.154407,4,15,0,3.27379,0.715084,0.736232,1.86993
-4.74522,0.98662,0.154407,4,15,0,6.56519,0.724451,0.925038,0.673353
-2.73374,0.927839,0.154407,3,14,1,6.65106,0.584201,0.542111,1.22852
-3.13777,0.935758,0.154407,4,16,1,3.89713,0.247826,0.765792,1.53228
-3.3853,0.936886,0.154407,4,16,1,3.79399,0.126142,0.649681,1.60876
-2.69116,0.899929,0.154407,3,10,1,3.60525,0.160889,0.577666,2.89897
-3.55961,0.936823,0.154407,4,17,1,5.21796,0.834121,0.738633,1.21196
-2.62687,0.999309,0.154407,4,15,0,4.95591,0.287078,0.75885,2.61367
-2.22266,0.908338,0.154407,3,11,1,3.98325,0.277645,0.568825,3.27404
-2.31728,0.950357,0.154407,4,22,1,3.18051,0.2532,0.590345,9.1319
-2.07508,0.723854,0.154407,3,15,1,3.80138,0.334903,0.646829,4.42836
-2.0659,0.798957,0.154407,2,5,1,3.05329,0.400675,0.65271,6.31268
-2.04483,0.5,0.154407,1,2,1,3.75055,0.497486,0.603082,6.83738
-2.04483,0,0.154407,0,1,1,2.91706,0.497486,0.603082,6.83738
-2.13104,0.499585,0.154407,1,2,1,2.32361,0.4846,0.615038,7.21925
-2.13104,0,0.154407,0,1,1,2.29211,0.4846,0.615038,7.21925
-2.2853,0.49907,0.154407,1,2,1,3.70775,0.380431,0.607517,7.62614
-2.46067,0.907939,0.154407,3,11,1,2.90469,0.391981,0.723597,7.66248
-2.59454,0.832837,0.154407,2,6,1,2.73447,0.288954,0.729025,7.56911
-1.63895,0.943915,0.154407,4,18,1,2.44229,0.363964,0.652584,8.37475
-3.95435,0.406769,0.154407,4,15,0,4.91787,0.108441,0.743424,1.17843
-3.67845,0.999991,0.154407,4,15,0,4.70909,0.153317,0.636246,0.926748
-3.4518,0.928454,0.154407,3,14,1,3.9703,0.197934,0.754043,1.22674
-3.95033,0.908729,0.154407,3,11,1,4.94753,0.167835,0.54664,0.591035
-3.95461,0.999754,0.154407,3,7,0,4.37943,0.2515,0.637783,0.462072
-3.69383,0.957875,0.154407,4,24,1,6.94187,0.128749,0.715356,1.24384
-3.24601,0.908819,0.154407,3,11,1,6.22585,0.150481,0.827216,3.07801
-3.52502,0.908511,0.154407,3,11,1,3.70952,0.108238,0.788353,2.40905
-3.79881,0.854639,0.154407,2,7,1,7.47283,0.0745539,0.508268,1.53422
-4.69767,0.958336,0.154407,4,29,1,8.30861,0.214606,0.426564,0.226239
-3.38312,0.857143,0.154407,2,7,1,5.47573,0.41144,0.417508,0.614045
-2.04038,0.8,0.154407,2,5,1,5.65259,0.474433,0.357097,3.48535
-2.72217,0.996575,0.154407,3,15,0,4.70486,0.234919,0.202191,6.52581
-1.88259,0.799623,0.154407,2,5,1,3.58109,0.353411,0.213979,8.2299
-2.95765,0.408733,0.154407,4,22,1,3.89642,0.214718,0.303313,1.77162
-2.13374,0.951368,0.154407,4,21,1,3.65124,0.145117,0.52482,8.30484
-2.04319,0.857139,0.154407,2,7,1,2.63769,0.176508,0.55746,8.42089
-3.28233,0.786408,0.154407,4,15,0,3.58167,0.127354,0.771189,9.23764
-3.35954,0.665578,0.154407,4,15,0,3.48248,0.115389,0.800096,9.1436
-3.60249,0.89982,0.154407,3,10,1,4.32703,0.0659788,0.758028,9.01614
-4.01929,0.748945,0.154407,3,14,1,4.95373,0.0901966,0.773143,9.51752
-3.41929,0.849668,0.154407,3,15,1,5.36111,0.116828,0.795422,7.34581
-2.43205,0.999914,0.154407,4,15,0,3.93911,0.337131,0.379916,2.11699
-3.61912,0.950139,0.154407,4,25,1,6.08416,0.123528,0.132883,6.87418
-2.8304,0.947368,0.154407,4,19,1,4.31708,0.398481,0.85467,2.72262
-2.37404,0.899913,0.154407,3,10,1,3.21064,0.261991,0.603093,2.79008
-1.03385,0.888889,0.154407,3,9,1,1.60061,0.584208,0.393928,3.43774
-1.1509,0.620004,0.154407,2,6,1,2.8314,0.698941,0.406354,3.56031
-1.22715,0.499588,0.154407,1,2,1,1.47867,0.69631,0.395335,3.08498
-1.14773,0.8882,0.154407,3,9,1,1.89651,0.671399,0.545337,3.0876
-1.71905,0.848075,0.154407,2,7,1,3.67515,0.786688,0.754994,3.06142
-1.71905,0.455814,0.154407,1,3,1,2.19365,0.786688,0.754994,3.06142
-1.51137,0.433455,0.154407,2,4,1,2.44169,0.777493,0.725312,3.79425
-1.51137,0,0.154407,0,1,1,3.62238,0.777493,0.725312,3.79425
-1.51137,0,0.154407,0,1,1,2.33921,0.777493,0.725312,3.79425
-1.51137,0,0.154407,0,1,1,2.87411,0.777493,0.725312,3.79425
-1.51137,0,0.154407,0,1,1,5.50458,0.777493,0.725312,3.79425
-1.71401,0.855162,0.154407,2,7,1,2.09793,0.815562,0.747156,3.70429
-3.27212,0.547207,0.154407,3,12,1,3.48034,0.904743,0.637639,2.55986
-2.02053,0.999662,0.154407,4,15,0,3.62914,0.43294,0.365459,3.69169
-1.96757,0.5,0.154407,1,2,1,2.79514,0.476317,0.348675,4.43266
-2.27382,0.745204,0.154407,2,4,1,5.48845,0.453682,0.276442,2.94075
-1.04304,0.997455,0.154407,4,15,0,2.1612,0.52227,0.431324,3.04608
-1.04304,0.455731,0.154407,1,3,1,2.16823,0.52227,0.431324,3.04608
-2.49316,0.366104,0.154407,4,15,0,3.21371,0.15809,0.462872,5.15423
-2.00591,0.799505,0.154407,2,5,1,4.1136,0.342156,0.400184,5.31453
-2.57623,0.955115,0.154407,4,24,1,2.915,0.129205,0.69621,8.63888
-2.19199,0.833333,0.154407,2,6,1,3.10007,0.216799,0.678607,8.72885
-1.97873,0.8,0.154407,2,5,1,2.66858,0.327169,0.663963,8.8269
-2.36608,0.798122,0.154407,2,5,1,3.73568,0.191923,0.525268,9.00908
-2.06098,0.5,0.154407,1,2,1,6.57872,0.339238,0.4743,9.07664
-2.16947,0.856793,0.154407,2,7,1,2.39147,0.281926,0.538904,9.07991
-4.07147,0.450285,0.154407,4,15,0,5.26558,0.147057,0.472472,0.578975
-4.28854,0.795292,0.154407,2,5,1,6.40565,0.16758,0.234099,0.582702
-1.22326,0.874906,0.154407,3,8,1,3.86453,0.592207,0.261229,3.66872
-1.22326,0,0.154407,0,1,1,1.57536,0.592207,0.261229,3.66872
-1.28936,0.833105,0.154407,2,6,1,1.30352,0.624513,0.247595,3.65689
-1.68357,0.497058,0.154407,1,2,1,5.62871,0.537572,0.14865,3.1879
-1.72579,0.794147,0.154407,3,11,1,1.83218,0.568415,0.146892,3.0776
-1.97639,0.76374,0.154407,2,7,1,3.03786,0.646302,0.118607,3.08467
-2.82539,0.434062,0.154407,2,4,1,4.22869,0.595922,0.152229,2.56635
-1.84647,0.5,0.154407,1,2,1,5.04431,0.639402,0.11963,3.95368
-1.84647,0,0.154407,0,1,1,2.9662,0.639402,0.11963,3.95368
-1.84647,0,0.154407,0,1,1,3.60114,0.639402,0.11963,3.95368
