# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = prior_mix_model
# start_datetime = 2023-01-12 14:17:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = examples\prior_mix\prior_mix.data.R
# init = 2 (Default)
# random
#   seed = 2910927698 (Default)
# output
#   file = examples\prior_mix\prior_mixMCMC.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.1
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1
-30.6548,0.714727,0.802905,1,3,0,31.5055,-3.24483
-29.6317,0.98058,0.802905,1,3,0,30.9743,-2.67049
-29.9899,0.923389,0.802905,1,3,0,30.1163,-2.99418
-29.6941,0.967523,0.802905,1,3,0,30.3514,-2.47764
-30.5697,0.68211,0.802905,1,3,0,31.6472,-3.21861
-29.7669,0.903257,0.802905,2,7,0,31.5311,-2.40917
-29.7714,0.928704,0.802905,1,3,0,30.1646,-2.85949
-29.6708,0.979926,0.802905,1,3,0,29.9475,-2.50737
-29.6357,0.994237,0.802905,1,3,0,29.7077,-2.68599
-30.1628,0.892221,0.802905,1,3,0,30.3583,-3.0729
-30.0435,1,0.802905,1,1,0,30.1819,-3.02028
-30.4468,0.982868,0.802905,2,3,0,30.4473,-3.17861
-30.5424,0.890333,0.802905,2,3,0,32.2935,-3.20995
-30.8067,0.974444,0.802905,1,1,0,30.8561,-3.28908
-29.8222,0.880723,0.802905,2,7,0,32.1096,-2.36896
-29.8972,0.978444,0.802905,1,1,0,29.9357,-2.32283
-29.6427,1,0.802905,2,3,0,29.8601,-2.70554
-30.2847,0.875569,0.802905,1,3,0,30.5162,-3.121
-30.105,0.856425,0.802905,2,3,0,31.6513,-2.22159
-30.4597,0.888854,0.802905,1,1,0,30.552,-2.09182
-31.0205,0.815499,0.802905,1,1,0,31.2162,-1.93548
-31.342,0.882321,0.802905,1,1,0,31.7708,-1.86053
-31.342,0.754718,0.802905,1,1,0,32.2789,-1.86053
-32.1692,0.903498,0.802905,2,3,0,32.6948,-1.69592
-30.64,1,0.802905,1,1,0,31.7837,-2.03687
-29.9573,1,0.802905,2,7,0,30.4829,-2.97739
-30.7752,0.892775,0.802905,1,3,0,30.8331,-3.28014
-30.4266,1,0.802905,2,3,0,30.7637,-3.17174
-29.9224,0.925776,0.802905,2,3,0,31.5859,-2.95846
-29.8032,1,0.802905,2,3,0,29.91,-2.88356
-29.7141,0.962219,0.802905,2,7,0,30.0901,-2.45608
-29.8091,0.974364,0.802905,1,1,0,29.8171,-2.37792
-30.0804,0.922523,0.802905,1,1,0,30.0962,-2.2322
-29.8189,0.878212,0.802905,1,3,0,30.7353,-2.89459
-29.8646,0.992454,0.802905,1,1,0,29.8874,-2.92451
-29.7321,1,0.802905,1,1,0,29.8418,-2.82582
-29.754,0.996038,0.802905,1,1,0,29.7686,-2.84524
-29.7712,0.996952,0.802905,1,1,0,29.7908,-2.85935
-29.7071,0.928226,0.802905,2,3,0,30.4421,-2.8009
-29.6449,0.991075,0.802905,1,3,0,29.7875,-2.55279
-29.6278,0.999859,0.802905,1,3,0,29.6438,-2.62091
-30.0639,0.898129,0.802905,2,3,0,30.3075,-3.02975
-30.0057,1,0.802905,1,1,0,30.1021,-3.00206
-30.0227,0.997265,0.802905,2,7,0,30.027,-2.25831
-29.9298,1,0.802905,1,1,0,30.0618,-2.30483
-29.8678,0.864109,0.802905,1,3,0,30.6462,-2.9265
-30.8124,0.842217,0.802905,1,3,0,31.7441,-1.98889
-29.6294,0.375616,0.802905,2,3,0,34.5774,-2.60559
-29.7331,0.943423,0.802905,2,3,0,29.9793,-2.82672
-29.7101,0.975604,0.802905,1,3,0,29.963,-2.46016
-30.4123,0.719001,0.802905,1,3,0,31.3733,-3.16686
-29.628,0.981615,0.802905,2,3,0,30.7144,-2.6174
-32.1931,0.430593,0.802905,1,3,0,34.7485,-3.60603
-31.6884,1,0.802905,1,1,0,32.2219,-3.5037
-29.9649,0.993578,0.802905,2,3,0,31.9112,-2.9814
-29.6381,1,0.802905,2,3,0,29.8955,-2.56993
-29.921,0.943336,0.802905,1,3,0,29.9435,-2.30958
-30.0401,0.988079,0.802905,2,3,0,30.1013,-2.25024
-29.7729,1,0.802905,1,1,0,29.9708,-2.40447
-30.5643,0.870311,0.802905,2,7,0,30.5921,-3.2169
-30.4623,1,0.802905,1,1,0,30.6401,-3.18382
-29.7818,0.974863,0.802905,1,3,0,30.4325,-2.86766
-31.6502,0.768811,0.802905,1,3,0,32.4348,-3.49547
-30.7917,0.992806,0.802905,2,3,0,32.0686,-3.28483
-31.1006,0.974413,0.802905,1,1,0,31.157,-3.36739
-29.7958,0.967192,0.802905,1,3,0,31.2415,-2.87818
-29.6471,0.922162,0.802905,2,3,0,30.7113,-2.54788
-29.6471,0.713247,0.802905,1,3,0,31.1847,-2.54788
-30.0765,0.869438,0.802905,1,3,0,30.4716,-3.03552
-29.7228,0.93957,0.802905,1,3,0,30.5638,-2.4475
-30.2189,0.80477,0.802905,1,3,0,31.008,-3.09565
-29.9463,1,0.802905,1,1,0,30.1833,-2.97155
-29.6567,0.993971,0.802905,1,3,0,29.9336,-2.73407
-30.5227,0.907637,0.802905,2,3,0,30.7322,-2.07197
-30.5116,0.51083,0.802905,1,3,0,33.2572,-3.20005
-30.1469,1,0.802905,1,1,0,30.473,-3.06626
-30.1229,0.893834,0.802905,1,3,0,31.4114,-2.21405
-30.1229,0.843205,0.802905,1,1,0,30.543,-2.21405
-30.3734,0.920526,0.802905,1,1,0,30.4819,-2.12026
-30.3658,1,0.802905,2,7,0,30.366,-3.15061
-30.0324,1,0.802905,1,1,0,30.3247,-3.01502
-29.8388,1,0.802905,1,1,0,30.0048,-2.90799
-29.7249,0.924294,0.802905,2,3,0,30.5974,-2.81899
-29.9031,0.984198,0.802905,2,7,0,29.9084,-2.31948
-29.7068,1,0.802905,1,1,0,29.8502,-2.46367
-29.7665,0.984022,0.802905,1,1,0,29.7765,-2.40951
-29.8105,0.995912,0.802905,2,3,0,29.8383,-2.37692
-30.4857,0.812652,0.802905,1,1,0,30.4882,-2.08353
-31.0567,0.811647,0.802905,1,1,0,31.261,-1.92664
-31.1528,0.963546,0.802905,1,1,0,31.6176,-1.90366
-30.3132,1,0.802905,2,7,0,31.0114,-3.13163
-29.8221,0.927161,0.802905,1,3,0,31.1955,-2.36904
-30.0602,0.833347,0.802905,1,3,0,30.9018,-3.02804
-29.6509,0.980745,0.802905,1,3,0,30.3331,-2.54021
-30.004,0.895324,0.802905,2,3,0,30.3874,-2.26721
-29.6986,0.946797,0.802905,1,3,0,30.3033,-2.79156
-29.81,0.979755,0.802905,1,1,0,29.81,-2.88837
-30.3701,0.923851,0.802905,1,3,0,30.4073,-3.15215
-30.4497,0.991042,0.802905,1,1,0,30.534,-3.1796
-33.9413,0.807173,0.802905,2,3,0,34.1224,-1.41935
-30.363,1,0.802905,1,1,0,32.6085,-2.12381
-29.7686,1,0.802905,2,3,0,30.2295,-2.85723
-29.6824,1,0.802905,1,1,0,29.7524,-2.77218
-29.6823,0.985513,0.802905,1,3,0,29.8241,-2.49184
-29.6408,0.99151,0.802905,1,3,0,29.7367,-2.70069
-30.6251,0.872998,0.802905,2,3,0,31.0219,-2.04122
-29.6353,0.964755,0.802905,2,3,0,30.935,-2.68467
-29.8994,0.785711,0.802905,2,3,0,32.0412,-2.94538
-29.67,0.997089,0.802905,2,3,0,29.9336,-2.75521
-29.6286,0.928241,0.802905,2,3,0,30.3401,-2.61185
-29.6284,0.999687,0.802905,1,3,0,29.6311,-2.64976
-30.9781,0.734741,0.802905,1,3,0,31.889,-3.33577
-31.3379,0.991192,0.802905,2,3,0,31.3935,-3.42516
-30.8512,1,0.802905,1,1,0,31.3246,-3.3015
-29.628,0.94264,0.802905,1,3,0,31.4119,-2.61823
-29.6522,0.979154,0.802905,2,3,0,29.7592,-2.72579
-30.2504,0.936697,0.802905,2,3,0,30.3503,-2.16391
-30.7324,0.845836,0.802905,1,1,0,30.8613,-2.01068
-31.3408,0.793248,0.802905,1,1,0,31.6344,-1.86078
-30.8696,1,0.802905,1,1,0,31.5164,-1.97376
-29.8325,1,0.802905,2,3,0,30.6598,-2.90387
-29.8325,0.929515,0.802905,1,3,0,30.2993,-2.90387
-29.9251,0.995057,0.802905,2,3,0,29.9399,-2.95996
-30.0934,0.904091,0.802905,1,3,0,30.9324,-2.22655
-30.3084,0.97739,0.802905,2,3,0,30.4113,-2.14283
-29.6327,1,0.802905,1,3,0,30.2185,-2.58851
-29.6568,0.990686,0.802905,1,3,0,29.689,-2.73413
-29.6285,0.916936,0.802905,2,3,0,30.43,-2.65061
-29.6275,0.998604,0.802905,2,3,0,29.6381,-2.62748
-29.6435,0.995898,0.802905,1,3,0,29.6504,-2.70743
-29.8651,0.977818,0.802905,2,3,0,29.879,-2.34165
-31.1503,0.65857,0.802905,1,1,0,31.1516,-1.90426
-31.1503,0.0402174,0.802905,1,1,0,35.3622,-1.90426
-30.2521,1,0.802905,1,1,0,30.9332,-2.16325
-30.8092,0.941065,0.802905,2,3,0,30.9329,-1.98974
-29.8299,1,0.802905,2,3,0,30.6052,-2.90212
-29.6384,1,0.802905,2,3,0,29.7882,-2.56913
-29.6787,0.916664,0.802905,2,3,0,30.2195,-2.76732
-29.8794,0.97105,0.802905,1,3,0,29.8892,-2.93355
-29.8692,1,0.802905,2,3,0,29.9186,-2.92734
-29.6378,1,0.802905,2,3,0,29.8194,-2.57091
-30.5676,0.736406,0.802905,2,3,0,31.9617,-2.05829
-29.9251,1,0.802905,2,7,0,30.4191,-2.95995
-30.2186,0.958469,0.802905,1,1,0,30.2198,-3.09553
-30.1091,1,0.802905,2,3,0,30.2499,-3.05003
-29.7051,0.959393,0.802905,1,3,0,30.574,-2.46549
-30.6631,0.709655,0.802905,1,3,0,31.892,-3.24731
-30.1017,0.990383,0.802905,2,3,0,30.9239,-3.04679
-29.7837,0.922638,0.802905,1,3,0,30.7405,-2.39626
-29.9722,0.98224,0.802905,2,3,0,29.988,-2.28279
-30.7421,0.775948,0.802905,1,1,0,30.771,-2.00798
-29.6428,0.96956,0.802905,2,3,0,31.0542,-2.70577
-29.6598,0.996498,0.802905,1,1,0,29.6603,-2.73929
-30.104,0.957531,0.802905,2,3,0,30.1436,-2.22204
-29.7915,1,0.802905,2,7,0,30.0383,-2.87496
-30.9692,0.922889,0.802905,2,3,0,31.0568,-1.94826
-30.1479,0.642079,0.802905,1,3,0,32.8109,-3.06667
-29.7347,0.986975,0.802905,1,3,0,30.1069,-2.82817
-29.6944,1,0.802905,1,1,0,29.7318,-2.7868
-29.939,0.965091,0.802905,1,3,0,29.9508,-2.96761
-29.8483,0.908905,0.802905,2,3,0,30.9763,-2.91417
-29.687,0.975343,0.802905,1,3,0,30.1068,-2.48599
-30.8326,0.68819,0.802905,1,3,0,32.1847,-3.29634
-29.7849,0.967413,0.802905,1,3,0,30.8877,-2.87001
-29.6299,0.909443,0.802905,2,3,0,30.944,-2.60189
-30.267,0.866572,0.802905,2,3,0,30.7232,-2.15775
-29.6734,0.954431,0.802905,1,3,0,30.5109,-2.76004
-29.8062,0.9571,0.802905,1,3,0,29.9996,-2.37995
-29.7588,0.905631,0.802905,2,3,0,30.3457,-2.41568
-29.9996,0.932965,0.802905,1,1,0,30.0069,-2.26928
-29.6733,0.960166,0.802905,1,3,0,30.2192,-2.75996
-29.7272,0.989672,0.802905,1,1,0,29.728,-2.82114
-29.6433,0.934034,0.802905,2,3,0,30.4261,-2.55652
-30.2638,0.813047,0.802905,1,3,0,30.7977,-3.11312
-30.7076,0.951272,0.802905,1,1,0,30.7124,-3.26055
-30.1813,1,0.802905,2,3,0,30.6457,-3.08052
-29.6444,0.995123,0.802905,1,3,0,30.2384,-2.70943
-29.6276,0.984505,0.802905,2,3,0,29.7566,-2.63898
-29.6276,0.858097,0.802905,1,3,0,30.3185,-2.63898
-29.6516,0.99654,0.802905,2,3,0,29.6556,-2.72454
-30.8608,0.854141,0.802905,2,3,0,31.3748,-1.97605
-30.3996,1,0.802905,1,1,0,30.8783,-2.11146
-30.3713,1,0.802905,2,7,0,30.3731,-3.15256
-30.1547,1,0.802905,1,1,0,30.371,-3.06954
-29.6317,0.97654,0.802905,1,3,0,30.3767,-2.59256
-30.1642,0.921528,0.802905,2,3,0,30.1701,-3.0735
-30.1893,0.996733,0.802905,1,1,0,30.2674,-3.08381
-29.9769,1,0.802905,1,1,0,30.1708,-2.98758
-29.668,0.965372,0.802905,1,3,0,30.2607,-2.51148
-29.6972,0.975027,0.802905,1,3,0,29.8367,-2.78997
-29.6592,0.958707,0.802905,2,3,0,30.0997,-2.52524
-30.4894,0.652676,0.802905,2,3,0,32.5914,-2.08237
# 
#  Elapsed Time: 0.014 seconds (Warm-up)
#                0.024 seconds (Sampling)
#                0.038 seconds (Total)
# 
